Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
1113-IUJYX,Female,59,Yes,0,Winnetka,91306,34.209532,-118.577563,3,14,None,Yes,5.63,No,Yes,Fiber Optic,23,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,105.95,1348.9,0,0,78.82,1427.72,Churned,Competitor,Competitor offered higher download speeds
1114-CENIM,Male,43,No,2,San Jacinto,92582,33.806708,-117.02007,0,54,None,Yes,6.7,Yes,Yes,Cable,16,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55,3092.65,0,0,361.8,3454.45,Churned,Other,Don't know
1116-DXXDF,Male,38,No,0,Porter Ranch,91326,34.281911,-118.556218,0,39,None,Yes,37.94,No,Yes,Fiber Optic,19,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,100.45,3801.7,0,0,1479.66,5281.36,Stayed,,
1116-FRYVH,Female,29,Yes,3,Kingsburg,93631,36.478239,-119.52137,5,48,None,No,,,Yes,DSL,52,Yes,Yes,No,Yes,No,No,No,No,Two Year,No,Credit Card,39.4,1978.65,0,130,0,2108.65,Stayed,,
1120-BMWUB,Female,36,No,0,Los Angeles,90056,33.987945,-118.370442,0,16,Offer D,Yes,6.86,No,Yes,DSL,8,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,53.9,834.15,0,40,109.76,983.91,Churned,Other,Don't know
1121-QSIVB,Female,39,No,3,Bakersfield,93309,35.342891,-119.064803,0,44,Offer B,Yes,5.07,Yes,Yes,DSL,26,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,77.55,3471.1,0,0,223.08,3694.18,Stayed,,
1122-JWTJW,Male,64,Yes,2,Ocotillo,92259,32.698964,-115.886656,1,1,None,Yes,37.68,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.65,70.65,0,0,37.68,108.33,Churned,Competitor,Competitor had better devices
1122-YJBCS,Male,36,Yes,0,Los Angeles,90032,34.078821,-118.177576,7,69,Offer A,Yes,14.18,No,Yes,DSL,16,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,53.65,3804.4,0,0,978.42,4782.82,Stayed,,
1125-SNVCK,Female,78,No,0,Los Angeles,90040,33.994524,-118.149953,0,49,None,Yes,35.65,No,Yes,DSL,3,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,43.8,2106.05,20.45,0,1746.85,3832.45,Stayed,,
1131-ALZWV,Female,58,No,0,San Lorenzo,94580,37.676249,-122.132415,0,24,Offer C,Yes,42.66,Yes,No,,,,,,,,,,,One Year,No,Bank Withdrawal,24.6,605.25,0,0,1023.84,1629.09,Stayed,,
1131-QQZEB,Male,66,Yes,0,Sunset Beach,90742,33.719221,-118.073596,7,71,Offer A,Yes,30.72,Yes,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,23.95,1756.2,0,0,2181.12,3937.32,Stayed,,
1131-SUEKT,Male,41,Yes,1,Hood,95639,38.375325,-121.507935,4,61,Offer B,Yes,41.57,No,Yes,Fiber Optic,21,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,98.45,6145.2,0,0,2535.77,8680.97,Stayed,,
1133-KXCGE,Female,38,No,0,Palmdale,93552,34.557711,-118.029441,0,18,Offer D,Yes,18.8,No,No,,,,,,,,,,,One Year,No,Mailed Check,20.1,407.05,0,0,338.4,745.45,Stayed,,
1134-YWTYF,Male,32,Yes,0,Fresno,93725,36.623632,-119.741322,1,27,Offer C,Yes,41.48,No,Yes,DSL,15,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,53.8,1389.85,0,0,1119.96,2509.81,Stayed,,
1135-HIORI,Female,48,Yes,3,Byron,94514,37.83323,-121.601461,3,64,Offer B,Yes,39.37,Yes,Yes,Fiber Optic,53,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.45,7266.95,0,0,2519.68,9786.63,Stayed,,
1135-LMECX,Female,47,No,0,Moreno Valley,92551,33.88274,-117.224878,0,1,None,Yes,16.47,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.85,19.85,0,0,16.47,36.32,Joined,,
1136-XGEQU,Female,53,Yes,0,Winchester,92596,33.657433,-117.04254,9,50,Offer B,Yes,46.49,Yes,Yes,DSL,11,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,84.15,4164.4,0,0,2324.5,6488.9,Stayed,,
1137-DGOWI,Female,53,Yes,0,Coachella,92236,33.680031,-116.171678,7,30,None,Yes,17.33,No,Yes,DSL,13,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,70.25,2198.9,0,0,519.9,2718.8,Stayed,,
1139-WUOAH,Male,33,No,0,Vallecito,95251,38.055562,-120.456298,0,57,None,No,,,Yes,DSL,28,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,53.35,3090.05,0,100,0,3190.05,Stayed,,
1140-UKVZG,Female,64,No,0,Farmersville,93223,36.29878,-119.201028,0,17,Offer D,Yes,9.84,Yes,No,,,,,,,,,,,Month-to-Month,No,Credit Card,24.8,475.25,37.06,0,167.28,605.47,Stayed,,
1142-IHLOO,Female,36,No,0,San Diego,92107,32.741852,-117.243453,0,51,Offer B,Yes,14.37,No,Yes,Fiber Optic,7,No,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,87.55,4475.9,0,0,732.87,5208.77,Stayed,,
1142-WACZW,Male,64,No,0,Chico,95926,39.745712,-121.84333,0,2,None,No,,,Yes,Cable,11,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.85,75.6,0,0,0,75.6,Churned,Other,Don't know
1143-NMNQJ,Female,39,No,0,Boulder Creek,95006,37.171727,-122.142961,0,2,None,Yes,14.07,Yes,Yes,Fiber Optic,6,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.7,169.8,0,0,28.14,197.94,Churned,Attitude,Attitude of service provider
1150-FTQGN,Female,35,Yes,3,Oregon House,95962,39.342587,-121.249833,1,60,Offer B,Yes,48.04,Yes,Yes,Fiber Optic,76,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,94.15,5811.8,0,0,2882.4,8694.2,Stayed,,
1150-WFARN,Female,59,Yes,0,Brawley,92227,33.03933,-115.191857,1,67,None,Yes,32.15,Yes,Yes,Fiber Optic,28,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.75,7156.2,0,0,2154.05,9310.25,Churned,Competitor,Competitor had better devices
1153-GNOLC,Male,62,No,0,Santa Ana,92707,33.714829,-117.872941,0,33,None,No,,,Yes,DSL,30,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,39.1,1309,0,0,0,1309,Stayed,,
1154-HYWWO,Male,55,No,0,San Clemente,92672,33.429488,-117.609432,0,38,Offer C,Yes,42.24,No,Yes,DSL,22,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,70.6,2708.2,0,0,1605.12,4313.32,Stayed,,
1156-ZFYDO,Female,57,No,0,Glendale,91201,34.17051,-118.289463,0,1,None,Yes,37.62,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.75,19.75,0,0,37.62,57.37,Joined,,
1157-BQCUW,Male,59,No,0,Fall River Mills,96028,41.017282,-121.468945,0,1,Offer E,Yes,30.07,Yes,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,74.95,0,0,30.07,105.02,Churned,Competitor,Competitor had better devices
1159-WFSGR,Female,59,Yes,2,South Pasadena,91030,34.110444,-118.156957,3,16,Offer D,Yes,45.54,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.4,321.4,0,0,728.64,1050.04,Stayed,,
1162-ECVII,Male,66,Yes,0,Fresno,93704,36.799648,-119.801247,1,72,Offer A,Yes,18.74,Yes,Yes,Fiber Optic,14,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,109.75,7932.5,0,140,1349.28,9421.78,Stayed,,
1163-ONYEY,Male,61,Yes,2,Shoshone,92384,35.924252,-116.188668,4,41,Offer B,Yes,28.55,Yes,Yes,Cable,20,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,74.55,3023.55,0,0,1170.55,4194.1,Stayed,,
1163-VIPRI,Female,22,Yes,2,Garberville,95542,40.057784,-123.679461,4,65,Offer B,Yes,13.25,Yes,Yes,Fiber Optic,47,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,109.3,7337.55,0,0,861.25,8198.8,Stayed,,
1166-PQLGG,Female,58,Yes,1,Redwood City,94065,37.527497,-122.230941,6,72,None,Yes,17.33,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,19.55,1463.45,0,0,1247.76,2711.21,Stayed,,
1167-OYZJF,Female,65,Yes,0,Santa Monica,90402,34.035849,-118.503508,7,67,None,Yes,49.94,No,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,20.05,1263.05,43.66,0,3345.98,4565.37,Stayed,,
1169-SAOCL,Male,45,No,0,Brookdale,95007,37.106902,-122.100006,0,49,None,Yes,22.52,Yes,Yes,Fiber Optic,25,No,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,106.65,5168.1,0,130,1103.48,6401.58,Stayed,,
1169-WCVAK,Male,42,Yes,0,Fresno,93710,36.822715,-119.761826,1,19,Offer D,Yes,34.05,Yes,Yes,Fiber Optic,20,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,88.8,1672.35,0,0,646.95,2319.3,Stayed,,
1170-SASML,Female,33,Yes,0,Desert Hot Springs,92240,33.948558,-116.516976,6,69,Offer A,Yes,34.49,Yes,Yes,Fiber Optic,29,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.4,5869.4,0,0,2379.81,8249.21,Stayed,,
1171-TYKUR,Male,20,Yes,0,Los Angeles,90010,34.062125,-118.315709,1,47,None,Yes,10.07,Yes,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,25.4,1139.2,0,0,473.29,1612.49,Stayed,,
1172-VIYBP,Male,54,Yes,3,Cathedral City,92234,33.829583,-116.474131,9,53,None,Yes,27.93,Yes,Yes,DSL,57,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,69.7,3686.05,0,0,1480.29,5166.34,Stayed,,
1173-NOEYG,Female,25,Yes,0,Santa Margarita,93453,35.303926,-120.256567,1,27,None,Yes,18.74,Yes,Yes,Fiber Optic,59,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.15,2423.4,0,0,505.98,2929.38,Stayed,,
1173-XZPYF,Female,60,No,0,Torrance,90501,33.833699,-118.314387,0,11,Offer D,Yes,10.95,Yes,Yes,Fiber Optic,29,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.2,990.3,0,0,120.45,1110.75,Stayed,,
1174-FGIFN,Female,44,Yes,1,Squaw Valley,93675,36.719141,-119.202677,7,28,Offer C,Yes,26.28,Yes,Yes,Fiber Optic,19,No,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,90.45,2509.25,0,0,735.84,3245.09,Stayed,,
1177-XZBJL,Male,35,Yes,2,Palermo,95968,39.435756,-121.552071,1,53,Offer B,Yes,37.57,Yes,Yes,DSL,15,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,64.15,3491.55,0,0,1991.21,5482.76,Stayed,,
1178-PZGAB,Female,45,No,0,Sun City,92585,33.739412,-117.173334,0,19,None,Yes,18.57,No,No,,,,,,,,,,,One Year,No,Credit Card,20.25,383.65,0,0,352.83,736.48,Stayed,,
1179-INLAT,Male,33,No,0,Santa Clara,95050,37.351214,-121.952417,0,3,None,Yes,2.78,No,No,,,,,,,,,,,One Year,Yes,Credit Card,19.45,69.25,0,0,8.34,77.59,Joined,,
1183-CANVH,Female,55,Yes,0,Escondido,92027,33.141265,-116.967221,5,23,Offer D,Yes,1.39,No,Yes,DSL,18,No,No,No,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,60,1347.15,0,0,31.97,1379.12,Stayed,,
1184-PJVDB,Male,38,Yes,0,Amador City,95601,38.431407,-120.8421,1,10,None,Yes,11.3,No,Yes,Fiber Optic,4,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.95,857.2,0,0,113,970.2,Churned,Competitor,Competitor had better devices
1187-WILMM,Male,39,Yes,0,Lindsay,93247,36.205465,-119.085807,6,63,None,Yes,44.55,Yes,Yes,DSL,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,89.4,5597.65,0,0,2806.65,8404.3,Stayed,,
1193-RTSLK,Female,26,No,0,Happy Camp,96039,41.831901,-123.487478,0,38,None,Yes,36.18,No,Yes,Fiber Optic,48,Yes,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,83.9,3233.6,0,0,1374.84,4608.44,Churned,Competitor,Competitor offered higher download speeds
1194-BHJYC,Male,22,Yes,0,Lockwood,93932,35.989792,-121.055933,1,61,Offer B,No,,,Yes,DSL,59,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,62.15,3778.85,0,0,0,3778.85,Stayed,,
1194-HVAIF,Female,21,Yes,0,Capistrano Beach,92624,33.458754,-117.665104,1,27,Offer C,Yes,18.42,Yes,Yes,Fiber Optic,26,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,95,2462.55,0,0,497.34,2959.89,Stayed,,
1194-SPVSP,Male,20,No,0,Soquel,95073,37.023669,-121.946461,0,1,None,Yes,27.88,No,No,,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.65,19.65,0,0,27.88,47.53,Joined,,
1195-OIYEJ,Male,54,No,0,La Puente,91746,34.038983,-117.991372,0,13,Offer D,Yes,5.43,No,Yes,Fiber Optic,26,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,91.1,1135.7,0,80,70.59,1286.29,Churned,Attitude,Attitude of support person
1196-AMORA,Male,63,No,0,Big Creek,93605,37.17277,-119.2997,0,7,None,Yes,38.07,Yes,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,73.6,520,0,0,266.49,786.49,Churned,Competitor,Competitor offered more data
1197-BVMVG,Female,65,No,0,Friant,93626,37.027663,-119.69056,0,4,None,Yes,4.29,Yes,Yes,Fiber Optic,7,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.45,294.45,0,0,17.16,311.61,Stayed,,
1200-TUZHR,Female,70,No,0,Posey,93260,35.861928,-118.636698,0,8,Offer E,Yes,44.63,Yes,Yes,Fiber Optic,29,No,No,No,No,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,85.2,695.75,0,0,357.04,1052.79,Stayed,,
1202-KKGFU,Female,24,Yes,0,Korbel,95550,40.7666,-123.80458,4,12,Offer D,Yes,23.99,No,Yes,DSL,51,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.2,690.5,0,0,287.88,978.38,Stayed,,
1205-WNWPJ,Female,54,No,0,Lakehead,96051,40.883853,-122.418258,0,7,Offer E,Yes,2.24,No,Yes,DSL,22,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,59.5,415.95,0,0,15.68,431.63,Churned,Other,Moved
1206-EHBDD,Female,56,Yes,0,Rodeo,94572,38.027218,-122.23463,9,56,Offer B,Yes,4.24,No,Yes,Fiber Optic,15,Yes,No,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,80.3,4513.65,0,0,237.44,4751.09,Stayed,,
1207-BLKSA,Female,42,Yes,2,Redwood City,94061,37.461251,-122.235414,1,52,None,Yes,19.21,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,23.05,1255.1,0,0,998.92,2254.02,Stayed,,
1208-DNHLN,Male,60,Yes,0,Grizzly Flats,95636,38.636102,-120.522149,1,23,None,Yes,5.8,Yes,Yes,DSL,12,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,48.35,1067.15,0,0,133.4,1200.55,Churned,Other,Don't know
1208-NBVFH,Male,63,Yes,1,Perris,92570,33.787298,-117.320676,5,20,None,Yes,13.18,No,Yes,Cable,10,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.6,939.8,0,0,263.6,1203.4,Stayed,,
1209-VFFOC,Male,47,Yes,2,Brisbane,94005,37.684694,-122.40712,10,68,Offer A,No,,,Yes,DSL,19,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,56.4,3948.45,0,0,0,3948.45,Stayed,,
1212-GLHMD,Male,54,No,0,San Joaquin,93660,36.600193,-120.153393,0,3,Offer E,Yes,18.26,No,Yes,Fiber Optic,29,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,86.05,244.85,0,0,54.78,299.63,Joined,,
1213-NGCUN,Female,49,No,0,San Diego,92111,32.805518,-117.169052,0,6,Offer E,Yes,48.89,No,Yes,DSL,22,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.65,267.35,0,0,293.34,560.69,Churned,Dissatisfaction,Lack of self-service on Website
1215-EXRMO,Male,32,Yes,0,Junction City,96048,40.913192,-123.06597,4,50,None,Yes,46.91,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.55,1067.65,0,0,2345.5,3413.15,Stayed,,
1215-FIGMP,Male,27,No,0,Los Angeles,90077,34.102084,-118.451629,0,60,Offer B,Yes,42.88,Yes,Yes,Fiber Optic,52,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.9,5450.7,0,0,2572.8,8023.5,Stayed,,
1215-VFYVK,Female,19,No,0,Groveland,95321,37.902968,-119.667544,0,4,Offer E,No,,,Yes,Cable,30,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,No,Mailed Check,48.25,202.25,0,10,0,212.25,Stayed,,
1216-BGTSP,Male,30,No,0,Imperial,92251,32.858595,-115.662709,0,45,None,Yes,5.97,Yes,Yes,Fiber Optic,73,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,108.45,4964.7,0,0,268.65,5233.35,Stayed,,
1216-JWVUX,Male,51,Yes,3,San Miguel,93451,35.886767,-120.608661,4,25,None,Yes,4.46,No,Yes,Fiber Optic,58,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,1901.05,0,0,111.5,2012.55,Stayed,,
1217-VASWC,Male,77,Yes,0,Avila Beach,93424,35.186644,-120.728305,10,43,Offer B,Yes,37.09,No,Yes,Fiber Optic,8,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.55,4304,0,0,1594.87,5898.87,Stayed,,
1218-VKFPE,Female,48,Yes,0,Anaheim,92805,33.830209,-117.906099,1,12,Offer D,Yes,19.48,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19,233.55,0,0,233.76,467.31,Churned,Competitor,Competitor made better offer
1219-NNDDO,Female,51,No,0,Los Angeles,90015,34.039224,-118.266293,0,9,Offer E,Yes,42.41,Yes,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.85,663.55,0,0,381.69,1045.24,Stayed,,
1221-GHZEP,Female,45,No,0,Hemet,92544,33.644585,-116.871544,0,62,None,Yes,23.18,No,Yes,DSL,18,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,65.1,3846.75,0,0,1437.16,5283.91,Stayed,,
1222-KJNZD,Male,61,Yes,1,Palos Verdes Peninsula,90274,33.788208,-118.404955,2,40,Offer B,Yes,1.89,No,No,,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,20.4,745.3,0,0,75.6,820.9,Stayed,,
1222-LRYKO,Male,21,No,3,Posey,93260,35.861928,-118.636698,0,6,Offer E,Yes,38.28,Yes,No,,,,,,,,,,,Month-to-Month,No,Credit Card,26.35,184.05,0,0,229.68,413.73,Stayed,,
1223-UNPKS,Male,55,Yes,1,Wendel,96136,40.345949,-120.081187,4,20,None,Yes,3.87,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.05,400,0,0,77.4,477.4,Stayed,,
1226-IENZN,Male,68,No,0,Los Angeles,90024,34.066303,-118.435479,0,16,Offer D,Yes,39.52,No,Yes,Fiber Optic,17,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,78.75,1218.25,0,0,632.32,1850.57,Stayed,,
1226-JZNKR,Female,20,Yes,0,Santa Ynez,93460,34.630356,-120.032564,1,8,Offer E,Yes,28.37,No,No,,,,,,,,,,,One Year,No,Bank Withdrawal,19.8,160.05,0,0,226.96,387.01,Stayed,,
1226-UDFZR,Female,26,No,0,Lafayette,94549,37.907777,-122.127161,0,2,Offer E,Yes,21.28,No,Yes,Cable,26,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.6,114.7,0,0,42.56,157.26,Churned,Dissatisfaction,Network reliability
1227-UDMZR,Female,53,Yes,0,Fremont,94536,37.572273,-121.964583,4,72,None,Yes,2.95,Yes,Yes,Cable,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,91.15,6637.9,0,0,212.4,6850.3,Stayed,,
1228-FZFRV,Male,37,Yes,0,Los Angeles,90007,34.027337,-118.28515,0,50,None,Yes,20.88,Yes,Yes,Fiber Optic,13,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,105.95,5341.8,0,0,1044,6385.8,Churned,Price,Extra data charges
1228-ZLNBX,Male,25,No,0,Farmington,95230,37.956963,-120.863055,0,21,None,Yes,3.26,Yes,Yes,Fiber Optic,51,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,75.3,1570.7,0,0,68.46,1639.16,Stayed,,
1229-RCALF,Female,37,Yes,0,San Jose,95117,37.311088,-121.961786,1,64,None,Yes,46.44,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,115,7396.15,0,0,2972.16,10368.31,Stayed,,
1230-QAJDW,Male,32,No,0,Somes Bar,95568,41.444606,-123.471895,0,3,None,Yes,42.68,Yes,Yes,Cable,27,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,65.25,209.9,0,0,128.04,337.94,Joined,,
1231-YNDEK,Male,49,No,0,Redding,96002,40.527834,-122.318749,0,58,None,Yes,29.31,No,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,19.15,1035.5,28.7,0,1699.98,2706.78,Stayed,,
1236-WFCDV,Male,74,No,0,Greenbrae,94904,37.946617,-122.563571,0,14,None,Yes,11.31,No,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,90.45,1266.1,0,0,158.34,1424.44,Churned,Competitor,Competitor offered more data
1237-WIYYZ,Female,49,No,0,Los Angeles,90017,34.052842,-118.264495,0,18,Offer D,Yes,10.67,No,No,,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.55,389.25,0,0,192.06,581.31,Stayed,,
1240-HCBOH,Female,45,No,0,Windsor,95492,38.527297,-122.810044,0,67,None,Yes,43.3,Yes,No,,,,,,,,,,,Two Year,Yes,Credit Card,26.1,1759.55,0,0,2901.1,4660.65,Stayed,,
1240-KNSEZ,Male,63,No,0,San Diego,92127,33.017518,-117.118456,0,1,Offer E,Yes,40.83,No,No,,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.1,20.1,0,0,40.83,60.93,Churned,Price,Long distance charges
1241-EZFMJ,Male,48,Yes,0,Ontario,91761,34.035602,-117.591528,2,61,Offer B,Yes,11.53,Yes,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,25.45,1538.6,0,0,703.33,2241.93,Stayed,,
1241-FPMOF,Male,31,No,0,Seal Beach,90740,33.75462,-118.071128,0,52,None,Yes,21.98,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.65,1025.05,0,0,1142.96,2168.01,Stayed,,
1245-HARPS,Female,46,Yes,0,Janesville,96114,40.294034,-120.512622,0,14,None,Yes,14.61,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.4,292.4,0,0,204.54,496.94,Stayed,,
1247-QBVSH,Female,41,Yes,2,Santa Margarita,93453,35.303926,-120.256567,1,43,Offer B,Yes,14.64,No,Yes,DSL,19,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,50.2,2169.4,0,0,629.52,2798.92,Stayed,,
1248-DYXUB,Male,42,Yes,3,Lemon Grove,91945,32.733564,-117.033713,1,52,Offer B,Yes,40.33,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,24.8,1229.1,0,0,2097.16,3326.26,Stayed,,
1251-KRREG,Male,22,No,0,North Hollywood,91601,34.1692,-118.372498,0,2,None,Yes,44.31,Yes,Yes,DSL,73,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,54.4,114.1,0,0,88.62,202.72,Churned,Price,Price too high
1251-STYSZ,Female,66,No,0,Glenhaven,95443,39.045246,-122.743181,0,4,None,Yes,8.75,Yes,Yes,Fiber Optic,4,Yes,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,80.25,303.7,0,30,35,368.7,Stayed,,
1254-IZEYF,Female,74,No,0,Cutler,93615,36.497895,-119.285484,0,31,None,Yes,39.36,Yes,Yes,Fiber Optic,4,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.95,3186.65,0,0,1220.16,4406.81,Churned,Competitor,Competitor made better offer
1257-SXUXQ,Male,20,Yes,1,Jenner,95450,38.505995,-123.187019,10,5,None,Yes,8.04,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.45,86.05,0,0,40.2,126.25,Stayed,,
1258-YMZNM,Female,70,No,0,Montara,94037,37.540582,-122.509594,0,27,Offer C,Yes,35.76,Yes,Yes,Fiber Optic,4,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,110.5,2857.6,0,0,965.52,3823.12,Stayed,,
1260-TTRXI,Male,64,No,0,Planada,95365,37.329725,-120.306399,0,4,Offer E,Yes,40.15,No,Yes,DSL,19,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,54.3,195.3,0,80,160.6,435.9,Churned,Price,Long distance charges
