Customer ID,Gender,Age,Married,City,Zip Code,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges, Lines  type,Internet Service,Internet Type,Avg Monthly GB Download,Streaming,Contract,Payment Method,Monthly Charge,Total Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
0568-ONFPC,Male,34,Yes,San Francisco,94112,1,5,Yes,40.05,Multiple,No,No Internet,0,Unknown,Month-to-Month,Bank Withdrawal,25.9,135,200.25,335.25,Churned,Other,Moved
0570-BFQHT,Female,38,No,Anderson,96007,0,9,Yes,32.57,Single,Yes,Fiber Optic,13,Unknown,Month-to-Month,Bank Withdrawal,80.55,653.9,293.13,944.75,Stayed,No Churn,No Churn
0572-ZJKLT,Female,32,Yes,Chester,96020,10,46,Yes,49.26,Multiple,Yes,Fiber Optic,18,Movies & Music,Two Year,Credit Card,99.65,4630.2,2265.96,6886.81,Stayed,No Churn,No Churn
0575-CUQOV,Male,76,Yes,Hilmar,95324,10,60,Yes,17.05,Single,Yes,Fiber Optic,21,TV&Movies,One Year,Bank Withdrawal,97.95,5867,1023,6890,Stayed,No Churn,No Churn
0576-WNXXC,Male,70,Yes,Parlier,93648,1,27,Yes,39.49,Multiple,Yes,Fiber Optic,7,Movies & Music,Month-to-Month,Bank Withdrawal,95.55,2510.2,1066.23,3576.43,Churned,Dissatisfaction,Service dissatisfaction
0577-WHMEV,Female,19,Yes,San Jose,95133,2,16,Yes,27.83,Multiple,Yes,Fiber Optic,52,Music,Month-to-Month,Bank Withdrawal,90.7,1374.9,445.28,1820.18,Stayed,No Churn,No Churn
0578-SKVMF,Female,23,Yes,Seeley,92273,4,22,Yes,4.01,Single,Yes,Cable,53,Movies & Music,Month-to-Month,Bank Withdrawal,83.3,1845.9,88.22,1934.12,Churned,Competitor,Competitor had better devices
0580-PIQHM,Female,21,Yes,Riverside,92503,7,41,Yes,14.73,Multiple,Yes,Fiber Optic,82,Movies & Music,One Year,Bank Withdrawal,101.6,3930.55,603.93,4534.48,Stayed,No Churn,No Churn
0581-BXBUB,Female,76,No,Penn Valley,95946,0,4,Yes,35.67,Single,Yes,Fiber Optic,8,Unknown,Two Year,Bank Withdrawal,72.75,317.75,142.68,460.43,Stayed,No Churn,No Churn
0581-MDMPW,Female,63,No,San Jose,95148,0,24,Yes,44.09,Multiple,Yes,Fiber Optic,9,TV,Month-to-Month,Credit Card,88.95,2072.75,1058.16,3130.91,Stayed,No Churn,No Churn
0582-AVCLN,Female,43,No,Bakersfield,93304,0,38,Yes,43.19,Single,No,No Internet,0,Unknown,Two Year,Credit Card,20.3,743.05,1641.22,2384.27,Stayed,No Churn,No Churn
0584-BJQGZ,Female,19,No,Taylorsville,95983,0,25,Yes,28.05,Multiple,Yes,Cable,85,TV,Month-to-Month,Bank Withdrawal,78.35,1837.9,701.25,2539.15,Stayed,No Churn,No Churn
0585-EGDDA,Male,41,Yes,Etna,96027,8,40,Yes,39.22,Single,Yes,Fiber Optic,27,Unknown,Month-to-Month,Bank Withdrawal,80,3168.75,1568.8,4695.81,Stayed,No Churn,No Churn
0587-DMGBH,Female,48,No,Willows,95988,0,8,Yes,37.79,Single,Yes,Cable,25,Unknown,Month-to-Month,Bank Withdrawal,49.85,365.55,302.32,664.86,Churned,Competitor,Competitor offered higher download speeds
0594-UFTUL,Male,35,Yes,Mather,95655,1,13,Yes,40.2,Single,No,No Internet,0,Unknown,Month-to-Month,Credit Card,19.85,252,522.6,774.6,Stayed,No Churn,No Churn
0595-ITUDF,Male,21,Yes,Fairfax,94930,0,64,Yes,34.58,Multiple,Yes,Fiber Optic,27,Unknown,Month-to-Month,Bank Withdrawal,91.8,5960.5,2213.12,8173.62,Stayed,No Churn,No Churn
0596-BQCEQ,Female,32,Yes,Hydesville,95547,1,62,Yes,48.58,Single,Yes,Fiber Optic,13,TV&Movies & Music,Month-to-Month,Bank Withdrawal,100.15,6283.3,3011.96,9295.26,Churned,Competitor,Competitor had better devices
0599-XNYDO,Female,51,Yes,Graton,95444,0,20,Yes,43.49,Single,Yes,Fiber Optic,28,Unknown,Month-to-Month,Bank Withdrawal,69.8,1540.35,869.8,2410.15,Stayed,No Churn,No Churn
0601-WZHJF,Male,53,Yes,Shafter,93263,1,14,No,0,No line,Yes,DSL,12,TV&Movies & Music,Month-to-Month,Bank Withdrawal,46.35,667.7,0,667.7,Churned,Attitude,Attitude of service provider
0602-DDUML,Female,21,No,Fallbrook,92028,0,57,Yes,36.14,Single,Yes,Cable,48,TV & Music,Two Year,Mailed Check,69.75,3894.4,2059.98,5954.38,Stayed,No Churn,No Churn
0603-OLQDC,Male,41,No,Whittier,90601,0,12,Yes,27.07,Single,Yes,Cable,29,TV&Movies & Music,Month-to-Month,Mailed Check,69.85,837.5,324.84,1162.34,Stayed,No Churn,No Churn
0603-TPMIB,Female,40,Yes,San Simeon,93452,0,59,Yes,42.37,Multiple,No,No Internet,0,Unknown,Two Year,Credit Card,25.45,1534.05,2499.83,4033.88,Stayed,No Churn,No Churn
0604-THJFP,Female,40,Yes,Castro Valley,94552,4,59,Yes,8.28,Single,Yes,DSL,22,TV&Movies & Music,Two Year,Credit Card,75.95,4542.35,488.52,5030.87,Stayed,No Churn,No Churn
0607-DAAHE,Male,62,No,Olivehurst,95961,0,53,Yes,26.21,Single,No,No Internet,0,Unknown,Two Year,Bank Withdrawal,19.75,1052.35,1389.13,2441.48,Churned,Price,Long distance charges
0607-MVMGC,Male,33,Yes,Ranchita,92066,3,45,Yes,39.82,Multiple,Yes,DSL,13,TV&Movies & Music,One Year,Credit Card,78.75,3600.65,1791.9,5392.55,Stayed,No Churn,No Churn
0608-JDVEC,Male,55,Yes,Dunlap,93621,5,50,Yes,1.87,Single,No,No Internet,0,Unknown,Two Year,Bank Withdrawal,19.8,1013.2,93.5,1106.7,Stayed,No Churn,No Churn
0611-DFXKO,Male,35,Yes,Comptche,95427,1,20,Yes,18.05,Single,Yes,Fiber Optic,5,TV&Movies & Music,Month-to-Month,Credit Card,89,1820.45,361,2181.45,Churned,Dissatisfaction,Service dissatisfaction
0612-RTZZA,Female,77,No,Vista,92084,0,1,No,0,No line,Yes,DSL,15,Unknown,Month-to-Month,Bank Withdrawal,25.25,25.25,0,25.25,Churned,Price,Price too high
0613-WUXUM,Female,38,Yes,Soquel,95073,1,70,Yes,38.63,Single,No,No Internet,0,Unknown,Two Year,Credit Card,19.2,1401.4,2704.1,4105.5,Stayed,No Churn,No Churn
0616-ATFGB,Male,74,Yes,Shasta Lake,96019,1,1,No,0,No line,Yes,Cable,18,Unknown,Month-to-Month,Bank Withdrawal,25.05,25.05,0,25.05,Churned,Competitor,Competitor had better devices
0617-AQNWT,Female,61,Yes,North Hills,91343,5,64,No,0,No line,Yes,DSL,27,Movies & Music,Two Year,Bank Withdrawal,47.85,3147.5,0,3147.5,Churned,Competitor,Competitor made better offer
0617-FHSGK,Male,62,No,Rancho Cordova,95670,0,49,Yes,19.08,Multiple,Yes,Fiber Optic,24,Unknown,Month-to-Month,Credit Card,75.2,3678.3,934.92,4633.22,Churned,Price,Extra data charges
0618-XWMSS,Male,60,No,Wasco,93280,0,28,Yes,44.28,Single,Yes,Fiber Optic,5,Unknown,Month-to-Month,Bank Withdrawal,74.9,2068.55,1239.84,3308.39,Churned,Price,Long distance charges
0619-OLYUR,Male,32,Yes,Garden Grove,92840,1,72,Yes,47.83,Multiple,Yes,Fiber Optic,27,TV&Movies & Music,Two Year,Credit Card,111.9,8071.05,3443.76,11514.81,Stayed,No Churn,No Churn
0620-DLSLK,Female,47,No,Pasadena,91103,0,13,Yes,34.18,Single,Yes,Fiber Optic,19,TV,Month-to-Month,Credit Card,81.9,1028.9,444.34,1473.24,Stayed,No Churn,No Churn
0620-XEFWH,Male,41,Yes,Oak Run,96069,1,4,Yes,39.04,Single,No,No Internet,0,Unknown,Month-to-Month,Credit Card,18.85,84.2,156.16,240.36,Stayed,No Churn,No Churn
0621-CXBKL,Female,62,No,Copperopolis,95228,0,53,Yes,10.32,Single,No,No Internet,0,Unknown,Two Year,Mailed Check,18.7,1005.7,546.96,1552.66,Stayed,No Churn,No Churn
0621-HJWXJ,Female,54,Yes,Irvine,92618,1,63,Yes,21.15,Multiple,Yes,Fiber Optic,24,Unknown,Month-to-Month,Bank Withdrawal,81.55,5029.05,1332.45,6361.5,Stayed,No Churn,No Churn
0621-JFHOL,Female,41,No,North Hollywood,91602,0,10,No,0,No line,Yes,Cable,29,Unknown,Two Year,Mailed Check,29.6,299.05,0,299.05,Stayed,No Churn,No Churn
0621-TSSMU,Male,29,Yes,Maywood,90270,0,56,Yes,48.87,Single,No,No Internet,0,Unknown,One Year,Credit Card,19.95,1126.75,2736.72,3863.47,Stayed,No Churn,No Churn
0621-TWIEM,Male,28,No,Newhall,91321,0,10,Yes,34.44,Single,Yes,Cable,69,Music,Month-to-Month,Bank Withdrawal,45.55,402.6,344.4,747,Churned,Attitude,Attitude of support person
0623-EJQEG,Male,50,No,Murphys,95247,0,65,Yes,2.72,Multiple,Yes,Fiber Optic,16,Movies & Music,One Year,Bank Withdrawal,93.55,6069.25,176.8,6276.05,Stayed,No Churn,No Churn
0623-GDISB,Female,63,No,San Clemente,92673,0,1,Yes,16.42,Single,Yes,Cable,21,Unknown,Month-to-Month,Bank Withdrawal,48.45,48.45,16.42,64.87,Joined,No Churn,No Churn
0623-IIHUG,Female,77,No,San Diego,92122,0,21,No,0,No line,Yes,Cable,8,TV,Month-to-Month,Bank Withdrawal,-10,840.1,0,840.1,Churned,Competitor,Competitor made better offer
0625-AFOHS,Female,40,Yes,Ferndale,95536,5,29,Yes,34.44,Single,No,No Internet,0,Unknown,Two Year,Credit Card,20.2,558.8,998.76,1557.56,Stayed,No Churn,No Churn
0626-QXNGV,Female,55,Yes,Arcata,95521,7,72,Yes,37.98,Multiple,No,No Internet,0,Unknown,Two Year,Credit Card,24.15,1776.45,2734.56,4511.01,Stayed,No Churn,No Churn
0628-CNQRM,Male,49,Yes,Temecula,92592,1,22,Yes,19.8,Single,Yes,Cable,17,TV,One Year,Bank Withdrawal,67.5,1544.05,435.6,1979.65,Churned,Other,Other issues
0634-SZPQA,Female,64,No,San Anselmo,94960,0,23,Yes,3.55,Multiple,Yes,Fiber Optic,4,TV,Month-to-Month,Bank Withdrawal,90.05,2169.8,81.65,2224.07,Churned,Competitor,Competitor offered higher download speeds
0635-WKOLD,Male,33,Yes,Ceres,95307,0,40,Yes,23.74,Multiple,Yes,DSL,22,TV,One Year,Credit Card,70.75,2921.75,949.6,3871.35,Stayed,No Churn,No Churn
0637-KVDLV,Male,30,No,Elk Grove,95758,0,2,Yes,17.22,Multiple,Yes,Fiber Optic,30,Unknown,Month-to-Month,Bank Withdrawal,76.5,162.45,34.44,196.89,Churned,Other,Other issues
0637-UBJRP,Male,40,Yes,Wilton,95693,5,13,Yes,29.92,Single,Yes,Fiber Optic,21,Movies & Music,Month-to-Month,Bank Withdrawal,84.05,1095.3,388.96,1460.29,Churned,Competitor,Competitor offered higher download speeds
0637-YLETY,Female,39,No,Douglas City,96024,0,16,Yes,18.99,Multiple,Yes,Fiber Optic,30,Movies & Music,Month-to-Month,Credit Card,95.6,1555.65,303.84,1859.49,Churned,Attitude,Attitude of service provider
0639-TSIQW,Female,28,No,White Water,92282,0,67,Yes,37.5,Multiple,Yes,Fiber Optic,30,TV,Month-to-Month,Credit Card,102.95,6886.25,2512.5,9398.75,Churned,Competitor,Competitor offered more data
0640-YJTPY,Male,19,Yes,Smartville,95977,3,72,Yes,5.7,Single,No,No Internet,0,Unknown,Two Year,Bank Withdrawal,21,1493.75,410.4,1904.15,Stayed,No Churn,No Churn
0641-EVBOJ,Male,61,No,Coarsegold,93614,0,3,Yes,44.97,Single,Yes,Fiber Optic,16,Unknown,Month-to-Month,Credit Card,82.3,214.4,134.91,369.31,Joined,No Churn,No Churn
0643-OKLRP,Female,73,Yes,Azusa,91702,1,47,Yes,38.31,Multiple,Yes,Fiber Optic,7,Unknown,Month-to-Month,Bank Withdrawal,80.35,3825.85,1800.57,5716.42,Churned,Dissatisfaction,Network reliability
0644-OQMDK,Male,69,No,Merced,95348,0,4,Yes,6.18,Single,Yes,Fiber Optic,12,Unknown,Month-to-Month,Bank Withdrawal,70.65,293.85,24.72,318.57,Stayed,No Churn,No Churn
0650-BWOZN,Female,71,No,Aguanga,92536,0,18,Yes,7.51,Single,Yes,Fiber Optic,24,Unknown,Two Year,Bank Withdrawal,73.55,1359.45,135.18,1494.63,Stayed,No Churn,No Churn
0654-HMSHN,Male,45,Yes,Mojave,93501,1,21,Yes,42.65,Multiple,Yes,Fiber Optic,3,TV&Movies & Music,Month-to-Month,Bank Withdrawal,104.4,2157.95,895.65,3053.6,Churned,Attitude,Attitude of support person
0654-PQKDW,Female,58,Yes,Pescadero,94060,5,62,Yes,42.05,Single,Yes,DSL,20,TV,One Year,Bank Withdrawal,70.75,4263.45,2607.1,6870.55,Stayed,No Churn,No Churn
0655-RBDUG,Male,32,No,Alviso,95002,0,7,Yes,9.25,Multiple,Yes,Fiber Optic,29,TV&Movies & Music,Month-to-Month,Bank Withdrawal,98.05,713,64.75,777.75,Churned,Competitor,Competitor had better devices
0655-YDGFJ,Male,34,No,Palm Springs,92264,0,29,Yes,10.06,Single,Yes,DSL,25,Unknown,Month-to-Month,Bank Withdrawal,48.95,1323.7,291.74,1615.44,Stayed,No Churn,No Churn
0657-DOGUM,Female,35,Yes,Rancho Cucamonga,91739,1,48,Yes,44.72,Multiple,Yes,DSL,13,Unknown,One Year,Bank Withdrawal,60.6,2985.25,2146.56,5231.81,Stayed,No Churn,No Churn
0661-KBKPA,Male,43,Yes,Seaside,93955,7,53,Yes,31.86,Multiple,Yes,DSL,56,TV&Movies & Music,One Year,Credit Card,78.75,3942.45,1688.58,5631.03,Stayed,No Churn,No Churn
0661-KQHNK,Female,38,Yes,Round Mountain,96084,0,6,Yes,30.01,Single,No,No Internet,0,Unknown,One Year,Credit Card,19,105.5,180.06,285.56,Stayed,No Churn,No Churn
0661-WCQNQ,Male,56,Yes,Orleans,95556,8,22,Yes,7.68,Single,Yes,DSL,7,Unknown,One Year,Credit Card,56.25,1292.2,168.96,1561.16,Stayed,No Churn,No Churn
0661-XEYAN,Female,76,No,Nevada City,95959,0,1,No,0,No line,Yes,DSL,26,Unknown,Month-to-Month,Mailed Check,25.8,25.8,0,45.8,Churned,Competitor,Competitor had better devices
0665-XHDJU,Male,21,Yes,Monte Rio,95462,7,72,Yes,34.95,Multiple,Yes,Fiber Optic,48,TV&Movies & Music,Two Year,Bank Withdrawal,99.4,7285.7,2516.4,9802.1,Stayed,No Churn,No Churn
0666-UXTJO,Male,80,Yes,Morongo Valley,92256,4,34,Yes,29.66,Single,Yes,Fiber Optic,29,TV,Month-to-Month,Credit Card,85.2,2874.45,1008.44,3882.89,Stayed,No Churn,No Churn
0667-NSRGI,Female,45,Yes,Lodi,95240,3,48,Yes,17.03,Multiple,Yes,DSL,15,Movies & Music,One Year,Credit Card,69.55,3435.6,817.44,4253.04,Stayed,No Churn,No Churn
0668-OGMHD,Female,20,Yes,Santa Rosa,95405,8,21,No,0,No line,Yes,DSL,59,Unknown,Month-to-Month,Bank Withdrawal,28.5,629.35,0,629.35,Stayed,No Churn,No Churn
0670-ANMUU,Male,47,No,Chino Hills,91709,0,71,Yes,16.57,Multiple,Yes,Fiber Optic,5,Movies & Music,One Year,Credit Card,97.65,6687.85,1176.47,7864.32,Stayed,No Churn,No Churn
0670-KDOMA,Female,42,No,Chowchilla,93610,0,1,Yes,28.18,Single,No,No Internet,0,Unknown,Month-to-Month,Credit Card,20.25,20.25,28.18,48.43,Joined,No Churn,No Churn
0673-IGUQO,Male,26,No,Phelan,92371,0,1,Yes,30.09,Single,No,No Internet,0,Unknown,Month-to-Month,Credit Card,20.45,20.45,30.09,50.54,Joined,No Churn,No Churn
0674-DGMAQ,Male,78,Yes,Elk,95432,9,32,Yes,43.54,Multiple,Yes,Fiber Optic,3,Movies,Two Year,Bank Withdrawal,93.5,2970.8,1393.28,4364.08,Stayed,No Churn,No Churn
0674-EYYZV,Female,41,No,Los Angeles,90065,0,1,Yes,36.33,Single,Yes,DSL,4,TV,Month-to-Month,Bank Withdrawal,54.65,54.65,36.33,90.98,Joined,No Churn,No Churn
0674-GCDXG,Male,20,No,Bakersfield,93308,0,63,Yes,42.59,Multiple,Yes,DSL,85,Movies & Music,Two Year,Bank Withdrawal,71.9,4479.2,2683.17,7162.37,Stayed,No Churn,No Churn
0675-NCDYU,Female,61,Yes,Placentia,92870,1,72,Yes,28.86,Multiple,Yes,Fiber Optic,20,TV&Movies & Music,Two Year,Credit Card,116.4,8543.25,2077.92,10621.17,Stayed,No Churn,No Churn
0678-RLHVP,Female,33,No,Redwood City,94065,0,53,Yes,12.92,Multiple,Yes,Fiber Optic,19,TV&Movies & Music,Two Year,Bank Withdrawal,105.55,5682.25,684.76,6367.01,Stayed,No Churn,No Churn
0679-IDSTG,Female,73,Yes,Branscomb,95417,1,1,Yes,37.3,Single,Yes,Fiber Optic,8,Unknown,Month-to-Month,Bank Withdrawal,69.25,69.25,37.3,106.55,Churned,Competitor,Competitor had better devices
0679-TDGAK,Male,29,Yes,Fresno,93727,1,50,Yes,31.83,Single,Yes,Cable,47,TV&Movies & Music,One Year,Bank Withdrawal,75.5,4025.6,1591.5,5717.1,Stayed,No Churn,No Churn
0680-DFNNY,Male,62,Yes,Winters,95694,1,15,Yes,40.7,Multiple,Yes,Fiber Optic,29,TV&Movies & Music,Month-to-Month,Bank Withdrawal,101.1,1504.05,610.5,2114.55,Churned,Competitor,Competitor offered more data
0682-USIXD,Female,40,Yes,Diamond Bar,91765,7,21,Yes,14.81,Single,Yes,Fiber Optic,25,TV,Month-to-Month,Bank Withdrawal,86.05,1818.9,311.01,2129.91,Stayed,No Churn,No Churn
0684-AOSIH,Male,42,Yes,Oro Grande,92368,1,1,Yes,12.04,Single,Yes,Cable,5,TV&Movies & Music,Month-to-Month,Bank Withdrawal,95,95,12.04,107.04,Churned,Dissatisfaction,Network reliability
0685-MLYYM,Female,74,No,Buena Park,90620,0,2,Yes,9.86,Single,Yes,Fiber Optic,21,Unknown,Month-to-Month,Bank Withdrawal,70.75,154.85,19.72,174.57,Churned,Price,Long distance charges
0687-ZVTHB,Male,24,Yes,Richmond,94805,1,65,Yes,26.75,Multiple,Yes,Cable,51,Movies & Music,One Year,Credit Card,72.45,4653.85,1738.75,6378.37,Churned,Competitor,Competitor offered more data
0689-DSXGL,Female,61,Yes,Yreka,96097,3,52,Yes,16.87,Single,Yes,Fiber Optic,24,Unknown,Month-to-Month,Bank Withdrawal,85.8,4433.3,877.24,5310.54,Stayed,No Churn,No Churn
0689-NKYLF,Male,42,No,Los Angeles,90066,0,13,Yes,35.4,Single,Yes,Fiber Optic,18,TV,Month-to-Month,Bank Withdrawal,83.2,1060.6,460.2,1520.8,Churned,Attitude,Attitude of support person
0690-SRQID,Male,20,No,Stockton,95203,0,4,Yes,18.28,Single,No,No Internet,0,Unknown,Month-to-Month,Credit Card,19.65,67.55,73.12,140.67,Stayed,No Churn,No Churn
0691-IFBQW,Female,65,No,Biola,93606,0,46,Yes,2.37,Multiple,Yes,Fiber Optic,20,TV&Movies & Music,One Year,Bank Withdrawal,110,4874.8,109.02,4983.82,Churned,Competitor,Competitor made better offer
0691-JVSYA,Female,24,Yes,Pasadena,91103,5,53,Yes,40.62,Single,Yes,Fiber Optic,73,TV&Movies & Music,One Year,Bank Withdrawal,94.85,5000.2,2152.86,7134.51,Churned,Competitor,Competitor had better devices
0691-NIKRI,Female,41,No,Elverta,95626,0,40,Yes,16.73,Multiple,Yes,Fiber Optic,14,TV&Movies & Music,One Year,Credit Card,105.95,4335.2,669.2,5004.4,Stayed,No Churn,No Churn
0696-UKTOX,Male,64,No,North Hills,91343,0,23,Yes,8.4,Single,Yes,Cable,27,Unknown,Month-to-Month,Bank Withdrawal,54.15,1312.45,193.2,1545.65,Stayed,No Churn,No Churn
0697-ZMSWS,Male,19,No,Los Angeles,90023,0,4,Yes,6.91,Multiple,Yes,Fiber Optic,53,Movies & Music,Month-to-Month,Bank Withdrawal,85.65,338.9,27.64,366.54,Churned,Dissatisfaction,Limited range of services
0699-NDKJM,Female,45,Yes,Westlake Village,91361,1,57,No,0,No line,Yes,Cable,22,TV&Movies & Music,Month-to-Month,Bank Withdrawal,58.75,3437.45,0,3437.45,Stayed,No Churn,No Churn
0701-RFGFI,Female,56,Yes,La Mesa,91941,6,49,Yes,8.18,Multiple,Yes,Fiber Optic,53,TV&Movies & Music,Month-to-Month,Bank Withdrawal,95.4,4613.95,400.82,5014.77,Stayed,No Churn,No Churn
0701-TJSEF,Male,45,No,Santa Barbara,93105,0,9,Yes,32.31,Single,Yes,Cable,24,Movies & Music,Month-to-Month,Bank Withdrawal,68.25,576.95,290.79,867.74,Stayed,No Churn,No Churn
0702-PGIBZ,Male,28,No,Dutch Flat,95714,0,4,Yes,26.16,Multiple,Yes,Fiber Optic,85,TV&Movies & Music,Month-to-Month,Bank Withdrawal,101.7,364.55,104.64,467.71,Churned,Competitor,Competitor made better offer
0704-VCUMB,Female,64,Yes,San Diego,92103,1,61,Yes,10.94,Single,No,No Internet,0,Unknown,Two Year,Credit Card,20.25,1278.8,667.34,1940.99,Stayed,No Churn,No Churn
0707-HOVVN,Female,79,No,Mi Wuk Village,95346,0,70,Yes,47.27,Multiple,Yes,Cable,3,TV,Two Year,Bank Withdrawal,75.5,5212.65,3308.9,8521.55,Stayed,No Churn,No Churn
0708-LGSMF,Male,56,Yes,Milpitas,95035,1,13,Yes,14.32,Multiple,Yes,DSL,4,Movies & Music,Month-to-Month,Bank Withdrawal,65.85,902.25,186.16,1088.41,Stayed,No Churn,No Churn
0708-SJDIS,Female,32,No,West Hollywood,90069,0,34,Yes,45.28,Multiple,Yes,Cable,27,TV,Month-to-Month,Credit Card,65,2157.5,1539.52,3697.02,Stayed,No Churn,No Churn
0709-TVGUR,Female,70,No,Stockton,95207,0,9,Yes,17.56,Multiple,Yes,Fiber Optic,27,Unknown,Month-to-Month,Bank Withdrawal,74.55,622.9,158.04,747.69,Churned,Competitor,Competitor had better devices
0716-BQNDX,Male,77,No,Madera,93637,0,57,Yes,2.21,Multiple,Yes,Fiber Optic,11,Movies & Music,Two Year,Bank Withdrawal,93.75,5625.55,125.97,5751.52,Stayed,No Churn,No Churn
0719-SYFRB,Female,52,No,Norco,92860,0,12,Yes,36.24,Multiple,Yes,DSL,30,Unknown,Month-to-Month,Mailed Check,61.65,713.75,434.88,1148.63,Churned,Competitor,Competitor offered higher download speeds
0722-SVSFK,Female,45,No,Half Moon Bay,94019,0,7,Yes,39.02,Single,Yes,Fiber Optic,25,TV&Movies & Music,Month-to-Month,Bank Withdrawal,100.4,715,273.14,988.14,Stayed,No Churn,No Churn
0722-TROQR,Female,68,No,Davis,95616,0,4,Yes,26.23,Multiple,Yes,Fiber Optic,29,Unknown,Month-to-Month,Bank Withdrawal,74.9,321.75,104.92,426.67,Churned,Price,Lack of affordable download/upload speed
0723-DRCLG,Female,73,Yes,Fallbrook,92028,1,1,Yes,31.27,Multiple,Yes,Fiber Optic,11,Unknown,Month-to-Month,Bank Withdrawal,74.45,74.45,31.27,115.72,Churned,Other,Other issues
0723-FDLAY,Male,54,No,Gold Run,95717,0,44,Yes,49.57,Multiple,Yes,Cable,21,TV&Movies & Music,One Year,Bank Withdrawal,85.25,3704.15,2181.08,5985.23,Stayed,No Churn,No Churn
0723-VSOBE,Female,67,No,Dos Rios,95429,0,45,No,0,No line,Yes,Cable,4,Movies,One Year,Bank Withdrawal,34.2,1596.6,0,1596.6,Stayed,No Churn,No Churn
0725-CXOTM,Female,29,No,Manteca,95337,0,36,Yes,44.7,Multiple,Yes,DSL,59,TV&Movies & Music,One Year,Credit Card,89.65,3348.1,1609.2,4957.3,Stayed,No Churn,No Churn
0727-BMPLR,Female,66,No,Fresno,93706,0,55,Yes,37.38,Multiple,Yes,Fiber Optic,7,TV&Movies & Music,One Year,Bank Withdrawal,100,5509.3,2055.9,7665.2,Churned,Competitor,Competitor offered higher download speeds
0727-BNRLG,Male,41,No,Los Angeles,90064,0,69,Yes,49.35,Multiple,Yes,Fiber Optic,30,TV,Two Year,Credit Card,97.65,6743.55,3405.15,10148.7,Stayed,No Churn,No Churn
0727-IWKVK,Male,35,Yes,Yermo,92398,0,9,Yes,19.18,Single,Yes,Fiber Optic,27,Unknown,Month-to-Month,Bank Withdrawal,79.9,741.7,172.62,914.32,Churned,Price,Extra data charges
0730-BGQGF,Male,48,Yes,Grover Beach,93433,1,71,Yes,15.71,Multiple,Yes,DSL,57,TV&Movies & Music,Two Year,Credit Card,90.3,6287.3,1115.41,7502.71,Stayed,No Churn,No Churn
0730-KOAVE,Male,53,No,Redwood City,94062,0,30,Yes,41.66,Multiple,Yes,Fiber Optic,28,Movies & Music,Month-to-Month,Credit Card,94.3,2679.7,1249.8,3929.5,Stayed,No Churn,No Churn
0731-EBJQB,Female,24,Yes,Downey,90240,3,52,Yes,5.65,Single,No,No Internet,0,Unknown,One Year,Bank Withdrawal,20.4,1090.65,293.8,1384.45,Stayed,No Churn,No Churn
0732-OCQOC,Female,30,Yes,Death Valley,92328,10,52,Yes,5.32,Multiple,No,No Internet,0,Unknown,Two Year,Bank Withdrawal,25.05,1270.25,276.64,1546.89,Stayed,No Churn,No Churn
0733-VUNUW,Male,43,No,San Francisco,94114,0,24,Yes,8.99,Multiple,Yes,DSL,5,Unknown,Month-to-Month,Bank Withdrawal,55.65,1400.55,215.76,1676.31,Churned,Competitor,Competitor had better devices
0734-OXWBT,Male,44,No,Covina,91722,0,3,Yes,25.04,Single,Yes,Cable,17,TV&Movies & Music,Month-to-Month,Credit Card,70.7,225.65,75.12,300.77,Joined,No Churn,No Churn
0739-UUAJR,Female,61,Yes,Mountain View,94040,10,72,No,0,No line,Yes,Cable,14,TV&Movies & Music,Two Year,Credit Card,53.8,3952.45,0,3952.45,Stayed,No Churn,No Churn
0742-LAFQK,Male,52,Yes,Fullerton,92833,1,72,Yes,28.86,Multiple,Yes,Fiber Optic,8,Movies & Music,Two Year,Bank Withdrawal,99.15,7422.1,2077.92,9500.02,Stayed,No Churn,No Churn
0742-MOABM,Male,50,Yes,Fallbrook,92028,2,4,Yes,9.67,Single,Yes,Cable,22,Unknown,Month-to-Month,Credit Card,50.05,179.35,38.68,218.03,Churned,Competitor,Competitor made better offer
0742-NXBGR,Female,64,No,Adin,96006,0,1,Yes,33.41,Single,Yes,Fiber Optic,28,Unknown,Month-to-Month,Bank Withdrawal,82.3,82.3,33.41,115.71,Churned,Competitor,Competitor had better devices
0743-HNPFG,Female,50,Yes,Butte City,95920,2,51,Yes,17.95,Single,Yes,DSL,14,Movies & Music,One Year,Credit Card,69.75,3562.5,915.45,4477.95,Stayed,No Churn,No Churn
0743-HRVFF,Female,42,Yes,Bakersfield,93309,4,51,No,0,No line,Yes,DSL,76,TV&Movies & Music,One Year,Bank Withdrawal,56.15,2898.95,0,2898.95,Stayed,No Churn,No Churn
0744-BIKKF,Male,39,No,Mecca,92254,0,72,Yes,11.41,Multiple,Yes,DSL,17,TV&Movies & Music,Two Year,Bank Withdrawal,86.65,6224.8,821.52,7046.32,Stayed,No Churn,No Churn
0744-GKNGE,Female,31,Yes,Inglewood,90305,0,64,Yes,27.74,Multiple,Yes,Fiber Optic,12,Unknown,Month-to-Month,Bank Withdrawal,86.8,5327.25,1775.36,7102.61,Stayed,No Churn,No Churn
